trade_id,timestamp,counterparty,instrument,amount_usd,status,settlement_days,hour_of_day
TRD103103,2026-05-13 02:15:25.353909,Castillo LLC,COMMODITY,5017.27,SETTLED,2,2
TRD103445,2026-05-13 03:03:43.356601,"Glenn, Thomas and Mcpherson",EQUITY,27255.42,SETTLED,5,3
TRD101544,2026-05-13 03:23:09.339306,Baker-Ingram,DERIVATIVE,779.52,SETTLED,2,3
TRD104856,2026-05-13 03:27:46.369180,Ross and Sons,COMMODITY,1734.24,SETTLED,1,3
TRD102076,2026-05-13 03:38:50.343561,"Smith, Levy and Brown",FX,8985.19,SETTLED,1,3
TRD102264,2026-05-13 04:16:08.345047,Ramos-Schmitt,DERIVATIVE,7602.8,SETTLED,1,4
TRD102814,2026-05-13 04:58:10.351587,"Navarro, Gibson and Hernandez",EQUITY,3062.32,SETTLED,2,4
TRD102588,2026-05-13 05:31:04.347734,"Mccoy, Hayes and Hernandez",EQUITY,1699.51,CANCELLED,0,5
TRD102230,2026-05-13 05:32:57.344765,Ross and Sons,EQUITY,33735.84,SETTLED,3,5
TRD100479,2026-05-13 05:59:23.327645,Russell-Mcbride,BOND,16054.12,SETTLED,2,5
TRD102363,2026-05-13 06:03:13.345827,"Salazar, Jones and Miller",DERIVATIVE,10432.92,SETTLED,1,6
TRD103544,2026-05-13 06:38:26.357372,"Smith, Levy and Brown",DERIVATIVE,8635.8,SETTLED,2,6
TRD103802,2026-05-13 06:42:27.359554,Macias-Oliver,COMMODITY,11693.62,SETTLED,1,6
TRD103829,2026-05-13 06:54:27.359763,Castillo LLC,DERIVATIVE,20165.83,SETTLED,1,6
TRD100982,2026-05-13 07:48:51.333957,Macias-Oliver,DERIVATIVE,15783.58,SETTLED,2,7
TRD102918,2026-05-13 08:10:18.352424,Brown-Ramos,COMMODITY,824.18,SETTLED,3,8
TRD102499,2026-05-13 08:12:47.347013,Brown-Morris,EQUITY,21367.86,SETTLED,1,8
TRD104707,2026-05-13 08:55:19.367888,Lee and Sons,EQUITY,1864.48,SETTLED,1,8
TRD100774,2026-05-13 09:05:14.330417,"Brown, Chen and Crawford",FX,20318.69,SETTLED,3,9
TRD101926,2026-05-13 09:44:14.342312,Brown-Ramos,COMMODITY,38379.38,SETTLED,0,9
TRD103475,2026-05-13 10:28:53.356833,Pineda LLC,DERIVATIVE,1637.72,SETTLED,3,10
TRD103246,2026-05-13 11:07:15.355029,Drake-Leon,FX,25580.68,SETTLED,2,11
TRD100635,2026-05-13 11:22:53.328864,Lee and Sons,COMMODITY,30018.59,PENDING,2,11
TRD101536,2026-05-13 12:00:04.339243,Ross and Sons,FX,10329.87,SETTLED,3,12
TRD100838,2026-05-13 12:59:16.331401,Crane-Shields,COMMODITY,34912.15,SETTLED,3,12
TRD100601,2026-05-13 13:08:51.328594,"Lutz, Garcia and White",DERIVATIVE,9383.96,PENDING,2,13
TRD103898,2026-05-13 13:35:33.360308,Baker-Ingram,BOND,1622.0,SETTLED,1,13
TRD104638,2026-05-13 14:01:32.367294,Brown-Morris,DERIVATIVE,4868.21,SETTLED,2,14
TRD104205,2026-05-13 14:09:12.362737,"Henson, Miranda and Garcia",FX,6796.91,SETTLED,3,14
TRD104136,2026-05-13 14:23:42.362191,"Smith, Levy and Brown",COMMODITY,4278.8,SETTLED,1,14
TRD103967,2026-05-13 14:36:43.360853,"Lutz, Garcia and White",FX,6453.43,SETTLED,2,14
TRD104716,2026-05-13 14:52:20.367968,Vaughan-Hall,BOND,5777.85,FAILED,1,14
TRD101857,2026-05-13 15:16:56.341765,Walker PLC,EQUITY,27314.28,SETTLED,1,15
TRD104509,2026-05-13 15:27:21.366126,Baker-Ingram,EQUITY,6416.39,SETTLED,2,15
TRD103287,2026-05-13 15:35:50.355357,"Cummings, Wood and Savage",BOND,9803.62,SETTLED,3,15
TRD102842,2026-05-13 15:39:46.351817,Brown-Morris,FX,4117.35,SETTLED,0,15
TRD101729,2026-05-13 16:01:11.340763,Humphrey-Massey,COMMODITY,8288.16,SETTLED,0,16
TRD104835,2026-05-13 16:06:00.368999,West-Martin,EQUITY,10142.89,SETTLED,2,16
TRD104590,2026-05-13 16:06:48.366879,"Duncan, Cox and Wilson",DERIVATIVE,7228.76,SETTLED,1,16
TRD101011,2026-05-13 16:25:07.334346,West-Martin,BOND,41472.69,CANCELLED,0,16
TRD102090,2026-05-13 16:33:33.343670,Brown-Ramos,COMMODITY,11316.51,SETTLED,1,16
TRD101144,2026-05-13 17:44:01.335866,"Lewis, Thompson and Jimenez",DERIVATIVE,3956.0,SETTLED,3,17
TRD101215,2026-05-13 18:21:14.336475,"Lewis, Thompson and Jimenez",DERIVATIVE,15954.99,SETTLED,0,18
TRD104319,2026-05-13 18:37:58.364037,Russell-Mcbride,EQUITY,14930.4,SETTLED,1,18
TRD102435,2026-05-13 18:54:48.346459,"Brown, Chen and Crawford",EQUITY,325211.96,CANCELLED,3,18
TRD103042,2026-05-13 21:06:22.353434,Nelson Ltd,EQUITY,7229.07,SETTLED,1,21
TRD102994,2026-05-13 23:02:02.353059,Neal Group,DERIVATIVE,13655.93,PENDING,1,23
TRD102950,2026-05-13 23:15:03.352693,Nelson Ltd,BOND,7448.26,SETTLED,0,23
TRD104664,2026-05-14 01:09:58.367518,"Brown, Chen and Crawford",DERIVATIVE,10618.19,SETTLED,2,1
TRD100605,2026-05-14 01:39:16.328625,West-Martin,BOND,1821.41,SETTLED,1,1
TRD103350,2026-05-14 01:53:48.355848,Walker PLC,DERIVATIVE,760880.08,SETTLED,1,1
TRD101669,2026-05-14 02:26:04.340296,Brown-Morris,COMMODITY,14814.2,SETTLED,3,2
TRD104270,2026-05-14 02:49:04.363387,"Duncan, Cox and Wilson",EQUITY,5514.08,SETTLED,0,2
TRD102267,2026-05-14 03:27:18.345070,"Mccoy, Hayes and Hernandez",EQUITY,19750.83,FAILED,1,3
TRD101191,2026-05-14 03:29:21.336270,Rodriguez PLC,COMMODITY,12240.99,SETTLED,1,3
TRD101404,2026-05-14 03:29:34.338121,Walker PLC,COMMODITY,24305.75,PENDING,1,3
TRD102539,2026-05-14 03:35:17.347332,Drake-Leon,COMMODITY,12104.42,SETTLED,3,3
TRD103795,2026-05-14 03:39:08.359499,"Mccoy, Hayes and Hernandez",COMMODITY,51327.35,SETTLED,2,3
TRD103607,2026-05-14 04:14:13.358007,Macias-Oliver,DERIVATIVE,8240.41,FAILED,2,4
TRD102974,2026-05-14 04:14:42.352904,"Glenn, Thomas and Mcpherson",EQUITY,1096.51,SETTLED,0,4
TRD102044,2026-05-14 04:41:57.343313,"Mccoy, Hayes and Hernandez",DERIVATIVE,31807.79,SETTLED,1,4
TRD104891,2026-05-14 05:01:36.369482,Brown-Ramos,BOND,2139.44,SETTLED,2,5
TRD104291,2026-05-14 05:08:23.363642,"Brown, Chen and Crawford",DERIVATIVE,1160.95,SETTLED,2,5
TRD103136,2026-05-14 05:43:51.354162,Mcintyre-Franco,EQUITY,7256.39,SETTLED,0,5
TRD100367,2026-05-14 06:16:37.326764,Baker-Ingram,BOND,27861.1,SETTLED,2,6
TRD102694,2026-05-14 07:55:24.349974,Nelson Ltd,BOND,1641.15,PENDING,0,7
TRD103338,2026-05-14 08:21:09.355752,Walker PLC,FX,8404.91,SETTLED,1,8
TRD100977,2026-05-14 08:21:23.333909,Rodriguez PLC,EQUITY,3964.78,PENDING,3,8
TRD101024,2026-05-14 08:28:58.334593,Ross and Sons,BOND,5467.22,SETTLED,2,8
TRD101229,2026-05-14 08:35:06.336602,"Navarro, Gibson and Hernandez",DERIVATIVE,14759.2,SETTLED,2,8
TRD100331,2026-05-14 09:18:43.326481,"Scott, Johnson and Wiley",BOND,7790.78,SETTLED,1,9
TRD102469,2026-05-14 09:19:32.346744,Ramos-Schmitt,EQUITY,26349.9,SETTLED,0,9
TRD104915,2026-05-14 09:39:56.369685,Nelson Ltd,FX,2386.14,SETTLED,1,9
TRD100436,2026-05-14 10:09:51.327307,"Duncan, Cox and Wilson",EQUITY,1548.15,SETTLED,1,10
TRD104220,2026-05-14 10:21:38.362955,"Scott, Johnson and Wiley",BOND,3118.83,SETTLED,3,10
TRD104519,2026-05-14 10:44:04.366247,Santiago PLC,DERIVATIVE,20513.27,SETTLED,1,10
TRD103383,2026-05-14 10:53:29.356111,Mcintyre-Franco,DERIVATIVE,105103.84,SETTLED,2,10
TRD104907,2026-05-14 11:14:13.369617,Castillo LLC,DERIVATIVE,6905.45,SETTLED,2,11
TRD104477,2026-05-14 13:15:36.365819,"Navarro, Gibson and Hernandez",FX,5775.1,SETTLED,3,13
TRD100579,2026-05-14 13:52:06.328424,"Navarro, Gibson and Hernandez",DERIVATIVE,26320.9,SETTLED,1,13
TRD104097,2026-05-14 14:11:51.361888,"Lutz, Garcia and White",BOND,9221.01,SETTLED,2,14
TRD104669,2026-05-14 14:13:14.367560,Ross and Sons,DERIVATIVE,8428.11,SETTLED,2,14
TRD100476,2026-05-14 14:52:02.327621,West-Martin,FX,1804.71,SETTLED,3,14
TRD103992,2026-05-14 15:05:57.361050,Mcintyre-Franco,EQUITY,10783.86,SETTLED,1,15
TRD100281,2026-05-14 15:17:43.326068,Pineda LLC,DERIVATIVE,23048.35,SETTLED,1,15
TRD102051,2026-05-14 15:20:27.343368,Lee and Sons,DERIVATIVE,40998.37,SETTLED,2,15
TRD101116,2026-05-14 16:04:41.335617,Ross and Sons,BOND,761.95,SETTLED,2,16
TRD102393,2026-05-14 16:20:32.346065,"Glenn, Thomas and Mcpherson",DERIVATIVE,19480.14,SETTLED,1,16
TRD104557,2026-05-14 16:59:48.366594,Butler-Banks,EQUITY,8243.21,SETTLED,2,16
TRD101202,2026-05-14 17:43:15.336366,Pineda LLC,EQUITY,60363.66,SETTLED,3,17
TRD101833,2026-05-14 19:09:35.341577,"Garrison, Hernandez and Rogers",DERIVATIVE,19489.99,SETTLED,2,19
TRD102779,2026-05-14 19:53:27.351152,"Smith, Levy and Brown",EQUITY,7823.91,FAILED,2,19
TRD103537,2026-05-14 20:22:15.357314,Neal Group,BOND,19502.1,SETTLED,3,20
TRD101283,2026-05-14 20:40:08.337085,Butler-Banks,EQUITY,2452.89,SETTLED,2,20
TRD102984,2026-05-14 20:47:27.352982,Crane-Shields,BOND,12155.62,SETTLED,1,20
TRD104963,2026-05-14 21:05:47.370102,Humphrey-Massey,COMMODITY,2977.24,SETTLED,1,21
TRD104234,2026-05-14 21:19:48.363072,Ross and Sons,FX,1899.54,SETTLED,1,21
TRD101651,2026-05-14 21:31:50.340147,Brown-Morris,DERIVATIVE,10508.61,SETTLED,0,21
TRD103850,2026-05-14 22:40:46.359929,Neal Group,EQUITY,23629.13,SETTLED,0,22
TRD103432,2026-05-14 22:53:23.356493,"Mccoy, Hayes and Hernandez",COMMODITY,7991.88,SETTLED,3,22
TRD104771,2026-05-14 22:55:08.368449,"Lutz, Garcia and White",FX,20739.32,SETTLED,1,22
TRD104755,2026-05-14 23:11:22.368312,Crane-Shields,EQUITY,459.76,SETTLED,0,23
TRD104448,2026-05-14 23:29:52.365570,Drake-Leon,EQUITY,15312.3,SETTLED,2,23
TRD102704,2026-05-14 23:31:55.350115,Brown-Ramos,BOND,6333.82,SETTLED,3,23
TRD102660,2026-05-15 00:07:57.349451,Brown-Ramos,DERIVATIVE,10592.88,SETTLED,0,0
TRD103921,2026-05-15 00:18:49.360485,Neal Group,FX,17850.23,SETTLED,1,0
TRD100208,2026-05-15 00:25:52.325498,Mccormick-Ewing,BOND,52124.08,SETTLED,2,0
TRD103956,2026-05-15 00:40:08.360767,Walker PLC,DERIVATIVE,6282.31,SETTLED,2,0
TRD102454,2026-05-15 02:03:04.346609,Walker PLC,FX,11174.75,SETTLED,1,2
TRD101170,2026-05-15 02:52:56.336090,"Duncan, Cox and Wilson",COMMODITY,18743.35,FAILED,2,2
TRD104364,2026-05-15 02:54:03.364807,Brown-Ramos,FX,13303.43,SETTLED,1,2
TRD104561,2026-05-15 04:12:00.366628,Lee and Sons,DERIVATIVE,18360.58,SETTLED,2,4
TRD101807,2026-05-15 04:20:47.341374,Macias-Oliver,BOND,18609.49,SETTLED,2,4
TRD103595,2026-05-15 05:30:37.357907,"Lutz, Garcia and White",COMMODITY,9795.84,SETTLED,2,5
TRD101413,2026-05-15 05:31:55.338201,Santiago PLC,COMMODITY,36180.3,SETTLED,1,5
TRD102847,2026-05-15 05:53:49.351857,Macias-Oliver,FX,63147.88,SETTLED,2,5
TRD104337,2026-05-15 06:34:35.364491,Russell-Mcbride,EQUITY,5373.5,SETTLED,2,6
TRD100819,2026-05-15 06:36:59.331096,"Duncan, Cox and Wilson",EQUITY,96281.35,SETTLED,0,6
TRD100052,2026-05-15 08:12:50.324259,"Duncan, Cox and Wilson",COMMODITY,6677.22,SETTLED,2,8
TRD102109,2026-05-15 08:17:07.343819,Hernandez-Dennis,BOND,11960.33,SETTLED,0,8
TRD100725,2026-05-15 09:49:42.329696,"Duncan, Cox and Wilson",DERIVATIVE,11738.15,SETTLED,3,9
TRD100425,2026-05-15 10:19:36.327223,Humphrey-Massey,DERIVATIVE,3836.18,SETTLED,1,10
TRD104388,2026-05-15 11:07:06.365051,"Salazar, Jones and Miller",COMMODITY,5366.86,SETTLED,3,11
TRD102187,2026-05-15 12:00:35.344431,Nelson Ltd,DERIVATIVE,26724.52,SETTLED,2,12
TRD100115,2026-05-15 12:39:09.324762,Hernandez-Dennis,COMMODITY,3373.01,SETTLED,2,12
TRD101677,2026-05-15 14:01:30.340358,West-Martin,BOND,3973.59,SETTLED,1,14
TRD100411,2026-05-15 14:06:04.327111,Brown-Morris,COMMODITY,127858.28,SETTLED,1,14
TRD100207,2026-05-15 14:38:28.325491,"Henson, Miranda and Garcia",FX,12073.6,SETTLED,1,14
TRD101816,2026-05-15 14:39:36.341445,Macias-Oliver,DERIVATIVE,6104.83,PENDING,2,14
TRD101506,2026-05-15 14:46:08.339006,Mccormick-Ewing,BOND,1729.18,SETTLED,0,14
TRD103871,2026-05-15 14:51:00.360096,Lee and Sons,EQUITY,3799.07,PENDING,2,14
TRD101998,2026-05-15 15:12:28.342945,Humphrey-Massey,BOND,669.56,SETTLED,1,15
TRD104883,2026-05-15 15:35:44.369414,Miller Ltd,DERIVATIVE,24826.82,SETTLED,2,15
TRD104087,2026-05-15 15:38:00.361812,"Salazar, Jones and Miller",BOND,4605.9,CANCELLED,3,15
TRD101512,2026-05-15 15:40:24.339054,Drake-Leon,FX,859.46,SETTLED,1,15
TRD103411,2026-05-15 16:21:48.356329,"Smith, Levy and Brown",FX,2859.76,SETTLED,2,16
TRD103178,2026-05-15 16:23:14.354491,"Lutz, Garcia and White",BOND,106403.09,SETTLED,0,16
TRD101109,2026-05-15 16:48:06.335558,Neal Group,EQUITY,2188884.95,SETTLED,1,16
TRD101728,2026-05-15 17:22:22.340755,Ramos-Schmitt,BOND,29927.22,SETTLED,1,17
TRD100094,2026-05-15 18:05:55.324596,Pineda LLC,FX,2933.19,SETTLED,0,18
TRD102338,2026-05-15 18:21:38.345631,"Pittman, Perez and Smith",COMMODITY,18607.55,PENDING,3,18
TRD102834,2026-05-15 18:28:03.351750,"Cummings, Wood and Savage",COMMODITY,1016.06,SETTLED,3,18
TRD101943,2026-05-15 19:01:37.342446,Miller Ltd,DERIVATIVE,580.94,SETTLED,1,19
TRD104299,2026-05-15 19:03:04.363767,Young PLC,FX,2247.95,SETTLED,2,19
TRD100448,2026-05-15 20:25:10.327401,West-Martin,EQUITY,6630.65,SETTLED,2,20
TRD101432,2026-05-15 20:31:45.338362,"Pittman, Perez and Smith",DERIVATIVE,13231.14,SETTLED,1,20
TRD103776,2026-05-15 20:47:13.359352,Neal Group,EQUITY,1298.95,SETTLED,0,20
TRD100153,2026-05-15 21:10:09.325067,"Brown, Chen and Crawford",EQUITY,641217.14,CANCELLED,1,21
TRD104965,2026-05-15 21:40:48.370121,Rodriguez PLC,EQUITY,3475.02,SETTLED,1,21
TRD101979,2026-05-15 22:09:09.342727,Vaughan-Hall,DERIVATIVE,30952.24,SETTLED,2,22
TRD102417,2026-05-15 22:13:15.346315,Miller Ltd,FX,817.64,FAILED,2,22
TRD104016,2026-05-15 22:14:11.361239,Miller Ltd,EQUITY,44074.13,SETTLED,2,22
TRD100550,2026-05-15 22:29:09.328199,Ross and Sons,DERIVATIVE,26839.02,SETTLED,0,22
TRD102670,2026-05-15 23:20:42.349613,Drake-Leon,BOND,2287.92,SETTLED,2,23
TRD103209,2026-05-15 23:40:40.354736,"Smith, Levy and Brown",FX,14613.99,PENDING,1,23
TRD103075,2026-05-16 00:05:33.353694,Miller Ltd,FX,78482.43,SETTLED,1,0
TRD102328,2026-05-16 00:22:48.345549,"Garrison, Hernandez and Rogers",FX,5550.5,SETTLED,1,0
TRD101672,2026-05-16 01:04:16.340319,Brown-Morris,EQUITY,2546.19,SETTLED,3,1
TRD103583,2026-05-16 01:13:13.357770,Pineda LLC,COMMODITY,79020.67,CANCELLED,1,1
TRD100171,2026-05-16 01:25:06.325209,"Brown, Chen and Crawford",COMMODITY,10872.15,SETTLED,1,1
TRD102277,2026-05-16 01:52:55.345150,"Lewis, Thompson and Jimenez",COMMODITY,7366.76,SETTLED,1,1
TRD104440,2026-05-16 02:24:03.365503,Nelson Ltd,COMMODITY,609.27,SETTLED,1,2
TRD104949,2026-05-16 02:47:25.369978,Walker PLC,COMMODITY,56130.92,SETTLED,2,2
TRD101690,2026-05-16 03:21:37.340458,"Pittman, Perez and Smith",FX,108887.15,SETTLED,3,3
TRD101791,2026-05-16 03:42:17.341250,"Lutz, Garcia and White",FX,81181.36,SETTLED,0,3
TRD102428,2026-05-16 03:52:52.346403,Brown-Ramos,COMMODITY,483126.36,SETTLED,2,3
TRD102306,2026-05-16 04:17:29.345376,Mcintyre-Franco,BOND,45721.96,SETTLED,1,4
TRD104600,2026-05-16 04:39:06.366967,Mccormick-Ewing,EQUITY,59696.61,SETTLED,1,4
TRD100612,2026-05-16 04:43:22.328681,Crane-Shields,DERIVATIVE,6487.64,SETTLED,1,4
TRD104390,2026-05-16 04:55:19.365070,Pineda LLC,EQUITY,3355.63,SETTLED,2,4
TRD100917,2026-05-16 05:06:36.332607,Ross and Sons,COMMODITY,3885.76,SETTLED,2,5
TRD102330,2026-05-16 05:27:01.345565,Pineda LLC,EQUITY,671035.5,SETTLED,1,5
TRD102621,2026-05-16 06:30:31.348871,Drake-Leon,BOND,19951.26,SETTLED,2,6
TRD102058,2026-05-16 06:54:19.343423,Crane-Shields,BOND,6055.74,SETTLED,0,6
TRD103702,2026-05-16 07:18:34.358764,Ramos-Schmitt,COMMODITY,3207.89,SETTLED,3,7
TRD103706,2026-05-16 09:32:57.358795,Santiago PLC,DERIVATIVE,6171.33,SETTLED,2,9
TRD103541,2026-05-16 09:53:46.357347,"Brown, Chen and Crawford",FX,3180.36,SETTLED,1,9
TRD101206,2026-05-16 09:59:48.336400,Miller Ltd,FX,2106.84,SETTLED,1,9
TRD100462,2026-05-16 10:55:18.327513,"Mccoy, Hayes and Hernandez",FX,33997.97,SETTLED,0,10
TRD100075,2026-05-16 11:07:43.324443,"Henson, Miranda and Garcia",FX,10944.49,SETTLED,2,11
TRD103815,2026-05-16 11:07:51.359654,"Lutz, Garcia and White",DERIVATIVE,29363.73,SETTLED,1,11
TRD101862,2026-05-16 11:16:56.341804,Rodriguez PLC,EQUITY,3841.27,SETTLED,2,11
TRD100279,2026-05-16 11:30:14.326052,"Mccoy, Hayes and Hernandez",COMMODITY,13008.3,SETTLED,1,11
TRD100640,2026-05-16 13:31:58.328902,Vaughan-Hall,EQUITY,9511.43,SETTLED,1,13
TRD103995,2026-05-16 13:37:33.361073,Russell-Mcbride,FX,34581.59,SETTLED,1,13
TRD100321,2026-05-16 13:56:49.326402,"Scott, Johnson and Wiley",BOND,5934.22,SETTLED,0,13
TRD102166,2026-05-16 14:07:14.344266,Lee and Sons,DERIVATIVE,20043.9,SETTLED,2,14
TRD101837,2026-05-16 14:37:16.341608,"Scott, Johnson and Wiley",BOND,7497.87,SETTLED,2,14
TRD103133,2026-05-16 14:57:27.354139,"Lewis, Thompson and Jimenez",BOND,195578.41,SETTLED,2,14
TRD102812,2026-05-16 15:08:40.351571,Mccormick-Ewing,FX,63518.67,SETTLED,1,15
TRD100347,2026-05-16 15:21:50.326604,Drake-Leon,DERIVATIVE,16510.0,SETTLED,1,15
TRD101838,2026-05-16 15:55:05.341615,Brown-Morris,DERIVATIVE,8847.02,SETTLED,1,15
TRD103306,2026-05-16 15:59:00.355505,Walker PLC,EQUITY,1860.47,CANCELLED,4,15
TRD103839,2026-05-16 16:35:17.359845,Russell-Mcbride,EQUITY,3492.78,SETTLED,1,16
TRD101756,2026-05-16 17:03:53.340971,"Salazar, Jones and Miller",EQUITY,63224.57,SETTLED,0,17
TRD101773,2026-05-16 19:04:16.341104,Brown-Morris,FX,18480.64,SETTLED,3,19
TRD101228,2026-05-16 20:10:49.336594,Humphrey-Massey,FX,4039.74,SETTLED,2,20
TRD104045,2026-05-16 20:26:58.361474,"Navarro, Gibson and Hernandez",FX,2297.27,SETTLED,2,20
TRD103910,2026-05-16 20:39:49.360400,Lee and Sons,FX,16627.21,SETTLED,2,20
TRD101147,2026-05-16 20:44:21.335892,"Lewis, Thompson and Jimenez",DERIVATIVE,2991.31,SETTLED,2,20
TRD101278,2026-05-16 21:00:42.337040,"Lewis, Thompson and Jimenez",COMMODITY,342.78,SETTLED,2,21
TRD101821,2026-05-16 22:21:07.341483,Mccormick-Ewing,DERIVATIVE,2470.19,SETTLED,1,22
TRD104702,2026-05-16 22:39:35.367846,Humphrey-Massey,FX,17123.91,SETTLED,3,22
TRD103017,2026-05-16 22:51:44.353241,Macias-Oliver,BOND,1462.36,SETTLED,2,22
TRD101954,2026-05-16 23:02:42.342534,West-Martin,EQUITY,16368.03,SETTLED,1,23
TRD100572,2026-05-16 23:07:09.328368,Butler-Banks,DERIVATIVE,6583.45,SETTLED,2,23
TRD104505,2026-05-16 23:15:05.366093,Nelson Ltd,FX,12211.15,SETTLED,0,23
TRD103066,2026-05-16 23:17:01.353624,Castillo LLC,BOND,76292.04,SETTLED,2,23
TRD100419,2026-05-16 23:47:28.327174,Hernandez-Dennis,BOND,26401.78,SETTLED,1,23
TRD103614,2026-05-16 23:47:46.358062,Ramos-Schmitt,FX,9825.93,SETTLED,2,23
TRD101664,2026-05-16 23:47:51.340249,Pineda LLC,FX,2185.07,FAILED,2,23
TRD102167,2026-05-16 23:51:08.344274,Santiago PLC,BOND,14294.73,SETTLED,1,23
TRD104074,2026-05-16 23:55:05.361704,West-Martin,FX,11120.07,FAILED,1,23
TRD100422,2026-05-16 23:55:52.327199,"Cummings, Wood and Savage",COMMODITY,9894.58,SETTLED,2,23
TRD100669,2026-05-17 00:35:07.329131,Drake-Leon,FX,5085.7,PENDING,2,0
TRD100364,2026-05-17 01:24:21.326739,Mcintyre-Franco,EQUITY,4239.87,SETTLED,1,1
TRD103917,2026-05-17 01:24:42.360454,"Smith, Levy and Brown",EQUITY,10522.4,SETTLED,1,1
TRD103976,2026-05-17 01:40:39.360924,"Smith, Levy and Brown",DERIVATIVE,5857.95,SETTLED,0,1
TRD103296,2026-05-17 01:46:41.355427,Brown-Ramos,BOND,47275.2,SETTLED,1,1
TRD102500,2026-05-17 02:23:42.347021,"Henson, Miranda and Garcia",DERIVATIVE,4873.11,SETTLED,1,2
TRD103844,2026-05-17 02:56:50.359883,"Garrison, Hernandez and Rogers",FX,6120.03,SETTLED,1,2
TRD103375,2026-05-17 03:15:22.356049,Crane-Shields,DERIVATIVE,23696.42,SETTLED,1,3
TRD102801,2026-05-17 03:37:17.351481,Humphrey-Massey,BOND,6268.86,SETTLED,2,3
TRD104860,2026-05-17 03:46:54.369214,"Brown, Chen and Crawford",EQUITY,5488.75,SETTLED,2,3
TRD101002,2026-05-17 03:48:33.334202,West-Martin,FX,835.19,SETTLED,2,3
TRD103019,2026-05-17 04:00:11.353257,Nelson Ltd,DERIVATIVE,21682.89,SETTLED,2,4
TRD101213,2026-05-17 04:00:34.336458,Brown-Ramos,BOND,16098.3,SETTLED,1,4
TRD102609,2026-05-17 04:05:54.348669,Castillo LLC,FX,4373.5,FAILED,0,4
TRD104449,2026-05-17 05:15:16.365578,Brown-Morris,DERIVATIVE,41647.5,FAILED,2,5
TRD101199,2026-05-17 06:18:23.336338,West-Martin,COMMODITY,10391.26,SETTLED,2,6
TRD100204,2026-05-17 06:42:31.325466,Baker-Ingram,COMMODITY,9361.44,SETTLED,2,6
TRD103252,2026-05-17 06:50:26.355084,Walker PLC,DERIVATIVE,29098.78,SETTLED,1,6
TRD104192,2026-05-17 06:52:49.362635,Humphrey-Massey,EQUITY,9396.71,SETTLED,0,6
TRD101070,2026-05-17 06:53:28.335217,Macias-Oliver,DERIVATIVE,9874.52,SETTLED,2,6
TRD101027,2026-05-17 07:12:52.334646,"Brown, Chen and Crawford",COMMODITY,1611.56,SETTLED,1,7
TRD102579,2026-05-17 07:25:58.347659,Rodriguez PLC,BOND,6496.54,PENDING,0,7
TRD101151,2026-05-17 08:39:16.335925,Drake-Leon,EQUITY,5111.43,SETTLED,2,8
TRD104692,2026-05-17 09:28:46.367759,"Smith, Levy and Brown",DERIVATIVE,3402.27,SETTLED,2,9
TRD100695,2026-05-17 09:50:18.329336,Macias-Oliver,COMMODITY,14072.34,SETTLED,1,9
TRD104776,2026-05-17 09:56:43.368492,Crane-Shields,COMMODITY,15787.78,SETTLED,1,9
TRD102221,2026-05-17 10:07:10.344696,Mccormick-Ewing,BOND,15713.31,SETTLED,2,10
TRD100709,2026-05-17 10:20:01.329447,Butler-Banks,BOND,50724.39,SETTLED,2,10
TRD103417,2026-05-17 10:33:17.356376,Vaughan-Hall,COMMODITY,12876.56,SETTLED,0,10
TRD103654,2026-05-17 10:51:27.358371,"Lewis, Thompson and Jimenez",BOND,2297.96,SETTLED,1,10
TRD102514,2026-05-17 11:56:22.347133,Macias-Oliver,DERIVATIVE,38013.28,SETTLED,2,11
TRD102757,2026-05-17 14:31:32.350849,"Scott, Johnson and Wiley",EQUITY,34017.75,SETTLED,0,14
TRD102183,2026-05-17 14:55:25.344400,Rodriguez PLC,DERIVATIVE,4312.37,SETTLED,2,14
TRD100890,2026-05-17 16:40:19.332194,Ramos-Schmitt,DERIVATIVE,1498.8,SETTLED,1,16
TRD103624,2026-05-17 17:44:03.358140,Hernandez-Dennis,BOND,811.74,FAILED,0,17
TRD100302,2026-05-17 18:02:46.326253,Brown-Morris,BOND,13308.02,PENDING,3,18
TRD103520,2026-05-17 18:18:40.357183,"Duncan, Cox and Wilson",FX,20326.2,SETTLED,1,18
TRD100195,2026-05-17 18:37:49.325395,Mcintyre-Franco,COMMODITY,2757.01,SETTLED,2,18
TRD103505,2026-05-17 18:46:54.357065,"Brown, Chen and Crawford",FX,11494.85,SETTLED,2,18
TRD100858,2026-05-17 18:47:06.331710,Neal Group,DERIVATIVE,12068.77,CANCELLED,2,18
TRD100598,2026-05-17 19:22:28.328571,"Mccoy, Hayes and Hernandez",DERIVATIVE,7914.36,SETTLED,2,19
TRD100255,2026-05-17 19:24:34.325865,"Garrison, Hernandez and Rogers",BOND,11209.85,SETTLED,1,19
TRD102224,2026-05-17 20:05:31.344719,Lee and Sons,EQUITY,14427.53,SETTLED,3,20
TRD101504,2026-05-17 20:07:51.338991,Baker-Ingram,EQUITY,29709.71,SETTLED,1,20
TRD102839,2026-05-17 20:23:22.351791,Macias-Oliver,BOND,201801.98,SETTLED,1,20
TRD102274,2026-05-17 21:09:02.345127,Mccormick-Ewing,BOND,13262.03,SETTLED,1,21
TRD101750,2026-05-17 21:28:39.340926,Hernandez-Dennis,FX,33415.3,SETTLED,1,21
